,id,semester,sarappd_apdc_code,attendance_status,act_composite,rec_test_plan,fafsa_ind,rec_country_of_orig,rec_eof_location,gender,major,saradap_admt_code,program,first_gen_ind,math_readiness_ind,pckg_group_ind,concentration,housing_interest,hs_name,overall_gpa,major_desc,spraddr_cnty_code,age,saradap_majr_code_conc_1,housing,final_grade,hs_state,hs_county,saradap_styp_code_2,spraddr_stat_code,col_desc,sarappd_apdc_date,rec_completed_date,hous_dep_paid,hs_city,sat_erbw,dchs_ind,sat_math,sat_total,col_state,ethnicity
399,132743,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,FGNY: Some college,N,UGONN,COND,HO,BURLINGTON TWP. HIGH SCHOOL,0.67,Biology,5,18,COND,Y,W,NJ,Burlington,F,NJ,,2022-08-07,2022-07-28,Y,BURLINGTON,,,,0,,Black or African American
400,132743,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,FGNY: Some college,N,UGONN,COND,HO,BURLINGTON TWP. HIGH SCHOOL,0.67,Biology,5,18,COND,Y,F,NJ,Burlington,F,NJ,,2022-08-07,2022-07-28,Y,BURLINGTON,,,,0,,Black or African American
401,132743,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,FGNY: Some college,N,UGONN,COND,HO,BURLINGTON TWP. HIGH SCHOOL,0.67,Biology,5,18,COND,Y,F,NJ,Burlington,F,NJ,,2022-08-07,2022-07-28,Y,BURLINGTON,,,,0,,Black or African American
402,132743,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,FGNY: Some college,N,UGONN,COND,HO,BURLINGTON TWP. HIGH SCHOOL,0.67,Biology,5,18,COND,Y,C,NJ,Burlington,F,NJ,,2022-08-07,2022-07-28,Y,BURLINGTON,,,,0,,Black or African American
403,132733,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,ARTV-BFA,,Y,UGONN,VCOM,HO,WOODBRIDGE VO-TECH,2.25,Visual Arts,23,19,COND,Y,W,NJ,Middlesex,F,NJ,,2022-08-01,2022-07-25,Y,WOODBRIDGE,,,650.0,0,,Asian
404,132733,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,ARTV-BFA,,Y,UGONN,VCOM,HO,WOODBRIDGE VO-TECH,2.25,Visual Arts,23,19,COND,Y,A,NJ,Middlesex,F,NJ,,2022-08-01,2022-07-25,Y,WOODBRIDGE,,,650.0,0,,Asian
405,132733,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,ARTV-BFA,,Y,UGONN,VCOM,HO,WOODBRIDGE VO-TECH,2.25,Visual Arts,23,19,COND,Y,F,NJ,Middlesex,F,NJ,,2022-08-01,2022-07-25,Y,WOODBRIDGE,,,650.0,0,,Asian
406,132733,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,ARTV-BFA,,Y,UGONN,VCOM,HO,WOODBRIDGE VO-TECH,2.25,Visual Arts,23,19,COND,Y,B+,NJ,Middlesex,F,NJ,,2022-08-01,2022-07-25,Y,WOODBRIDGE,,,650.0,0,,Asian
407,132719,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,COND,,CLAYTON HIGH SCHOOL,3.65,Health Science,15,18,COND,,A,NJ,Gloucester,F,NJ,,2022-07-24,2022-07-19,,CLAYTON,500.0,,510.0,1010,,Caucasian or White
408,132719,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,COND,,CLAYTON HIGH SCHOOL,3.65,Health Science,15,18,COND,,A,NJ,Gloucester,F,NJ,,2022-07-24,2022-07-19,,CLAYTON,500.0,,510.0,1010,,Caucasian or White
409,132719,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,COND,,CLAYTON HIGH SCHOOL,3.65,Health Science,15,18,COND,,B+,NJ,Gloucester,F,NJ,,2022-07-24,2022-07-19,,CLAYTON,500.0,,510.0,1010,,Caucasian or White
410,132719,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,COND,,CLAYTON HIGH SCHOOL,3.65,Health Science,15,18,COND,,B+,NJ,Gloucester,F,NJ,,2022-07-24,2022-07-19,,CLAYTON,500.0,,510.0,1010,,Caucasian or White
411,132691,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,EXSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,COND,,ABSEGAMI HIGH SCHOOL,3.68,Exercise Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-05,2022-07-05,,GALLOWAY,,,,0,,Caucasian or White
412,132691,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,EXSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,COND,,ABSEGAMI HIGH SCHOOL,3.68,Exercise Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-05,2022-07-05,,GALLOWAY,,,,0,,Caucasian or White
413,132691,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,EXSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,COND,,ABSEGAMI HIGH SCHOOL,3.68,Exercise Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-05,2022-07-05,,GALLOWAY,,,,0,,Caucasian or White
414,132691,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,EXSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,COND,,ABSEGAMI HIGH SCHOOL,3.68,Exercise Science,1,18,COND,,B-,NJ,Atlantic,F,NJ,,2022-07-05,2022-07-05,,GALLOWAY,,,,0,,Caucasian or White
415,132691,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,EXSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,COND,,ABSEGAMI HIGH SCHOOL,3.68,Exercise Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-05,2022-07-05,,GALLOWAY,,,,0,,Caucasian or White
416,132691,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,EXSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,COND,,ABSEGAMI HIGH SCHOOL,3.68,Exercise Science,1,18,COND,,X,NJ,Atlantic,F,NJ,,2022-07-05,2022-07-05,,GALLOWAY,,,,0,,Caucasian or White
417,132689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,N,REJISR,COND,HO,WINSLOW TWP. HIGH SCHOOL,0.0,Biology,7,18,COND,Y,F,NJ,Camden,F,NJ,,2022-07-05,2022-06-30,Y,ATCO,,,430.0,0,,Black or African American
418,132689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,N,REJISR,COND,HO,WINSLOW TWP. HIGH SCHOOL,0.0,Biology,7,18,COND,Y,F,NJ,Camden,F,NJ,,2022-07-05,2022-06-30,Y,ATCO,,,430.0,0,,Black or African American
419,132689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,N,REJISR,COND,HO,WINSLOW TWP. HIGH SCHOOL,0.0,Biology,7,18,COND,Y,F,NJ,Camden,F,NJ,,2022-07-05,2022-06-30,Y,ATCO,,,430.0,0,,Black or African American
420,132689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,N,REJISR,COND,HO,WINSLOW TWP. HIGH SCHOOL,0.0,Biology,7,18,COND,Y,X,NJ,Camden,F,NJ,,2022-07-05,2022-06-30,Y,ATCO,,,430.0,0,,Black or African American
421,132678,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BCMB,FR,CSCI,,Y,UGONN,GENE,HO,MAINLAND REGIONAL HIGH SCHOOL,3.03,Computer Science,1,18,COND,Y,A,NJ,Atlantic,F,NJ,,2022-07-09,2022-06-27,Y,LINWOOD,,,,0,,Caucasian or White
422,132678,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BCMB,FR,CSCI,,Y,UGONN,GENE,HO,MAINLAND REGIONAL HIGH SCHOOL,3.03,Computer Science,1,18,COND,Y,B-,NJ,Atlantic,F,NJ,,2022-07-09,2022-06-27,Y,LINWOOD,,,,0,,Caucasian or White
423,132678,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BCMB,FR,CSCI,,Y,UGONN,GENE,HO,MAINLAND REGIONAL HIGH SCHOOL,3.03,Computer Science,1,18,COND,Y,C-,NJ,Atlantic,F,NJ,,2022-07-09,2022-06-27,Y,LINWOOD,,,,0,,Caucasian or White
424,132678,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BCMB,FR,CSCI,,Y,UGONN,GENE,HO,MAINLAND REGIONAL HIGH SCHOOL,3.03,Computer Science,1,18,COND,Y,A-,NJ,Atlantic,F,NJ,,2022-07-09,2022-06-27,Y,LINWOOD,,,,0,,Caucasian or White
425,132639,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CHEM,FR,CHEM-BA,FGNY: High School diploma or GED,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.1,Chemistry,25,18,COND,Y,C+,NJ,Monmouth,F,NJ,,2022-07-07,2022-06-14,Y,RED BANK,,,420.0,0,,Black or African American
426,132639,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CHEM,FR,CHEM-BA,FGNY: High School diploma or GED,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.1,Chemistry,25,18,COND,Y,A-,NJ,Monmouth,F,NJ,,2022-07-07,2022-06-14,Y,RED BANK,,,420.0,0,,Black or African American
427,132639,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CHEM,FR,CHEM-BA,FGNY: High School diploma or GED,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.1,Chemistry,25,18,COND,Y,B-,NJ,Monmouth,F,NJ,,2022-07-07,2022-06-14,Y,RED BANK,,,420.0,0,,Black or African American
428,132639,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CHEM,FR,CHEM-BA,FGNY: High School diploma or GED,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.1,Chemistry,25,18,COND,Y,A-,NJ,Monmouth,F,NJ,,2022-07-07,2022-06-14,Y,RED BANK,,,420.0,0,,Black or African American
429,132635,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,BUSN-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,MGMT,,MAINLAND REGIONAL HIGH SCHOOL,0.0,Business Studies,1,21,COND,,F,NJ,Atlantic,F,NJ,,2022-06-23,2022-06-13,,LINWOOD,,,,0,,Black or African American
430,132635,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,BUSN-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,MGMT,,MAINLAND REGIONAL HIGH SCHOOL,0.0,Business Studies,1,21,COND,,F,NJ,Atlantic,F,NJ,,2022-06-23,2022-06-13,,LINWOOD,,,,0,,Black or African American
431,132635,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,BUSN-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,MGMT,,MAINLAND REGIONAL HIGH SCHOOL,0.0,Business Studies,1,21,COND,,W,NJ,Atlantic,F,NJ,,2022-06-23,2022-06-13,,LINWOOD,,,,0,,Black or African American
432,132635,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,BUSN-BS,FGNN: Graduated from college: Bachelors degree,N,UGOFFN,MGMT,,MAINLAND REGIONAL HIGH SCHOOL,0.0,Business Studies,1,21,COND,,F,NJ,Atlantic,F,NJ,,2022-06-23,2022-06-13,,LINWOOD,,,,0,,Black or African American
433,132632,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNY: Some trade school or community college,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.5,Health Science,25,18,COND,Y,B+,NJ,Monmouth,F,NJ,,2022-06-29,2022-06-13,Y,RED BANK,,,390.0,0,,Black or African American
434,132632,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNY: Some trade school or community college,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.5,Health Science,25,18,COND,Y,A-,NJ,Monmouth,F,NJ,,2022-06-29,2022-06-13,Y,RED BANK,,,390.0,0,,Black or African American
435,132632,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNY: Some trade school or community college,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.5,Health Science,25,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-06-29,2022-06-13,Y,RED BANK,,,390.0,0,,Black or African American
436,132632,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNY: Some trade school or community college,N,UGONN,COND,HO,RED BANK CATHOLIC HIGH SCHOOL,3.5,Health Science,25,18,COND,Y,B,NJ,Monmouth,F,NJ,,2022-06-29,2022-06-13,Y,RED BANK,,,390.0,0,,Black or African American
437,132608,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,SP,EXSC-BS,,N,UGONN,COND,,ATLANTIC CITY HS,0.0,Exercise Science,1,18,COND,Y,F,NJ,Atlantic,F,NJ,,2022-06-12,2022-06-02,,ATLANTIC CITY,,,,0,,Black or African American
438,132608,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,SP,EXSC-BS,,N,UGONN,COND,,ATLANTIC CITY HS,0.0,Exercise Science,1,18,COND,Y,W,NJ,Atlantic,F,NJ,,2022-06-12,2022-06-02,,ATLANTIC CITY,,,,0,,Black or African American
439,132608,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,SP,EXSC-BS,,N,UGONN,COND,,ATLANTIC CITY HS,0.0,Exercise Science,1,18,COND,Y,F,NJ,Atlantic,F,NJ,,2022-06-12,2022-06-02,,ATLANTIC CITY,,,,0,,Black or African American
440,132608,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,SP,EXSC-BS,,N,UGONN,COND,,ATLANTIC CITY HS,0.0,Exercise Science,1,18,COND,Y,F,NJ,Atlantic,F,NJ,,2022-06-12,2022-06-02,,ATLANTIC CITY,,,,0,,Black or African American
441,132608,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,SP,EXSC-BS,,N,UGONN,COND,,ATLANTIC CITY HS,0.0,Exercise Science,1,18,COND,Y,W,NJ,Atlantic,F,NJ,,2022-06-12,2022-06-02,,ATLANTIC CITY,,,,0,,Black or African American
442,132573,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,N,REJISR,COND,,LAKEWOOD HIGH SCHOOL,3.83,Computer Science,29,19,COND,,A,NJ,Ocean,F,NJ,,2022-07-20,2022-06-13,,LAKEWOOD,,,,0,,Hispanic or Latino
443,132573,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,N,REJISR,COND,,LAKEWOOD HIGH SCHOOL,3.83,Computer Science,29,19,COND,,B+,NJ,Ocean,F,NJ,,2022-07-20,2022-06-13,,LAKEWOOD,,,,0,,Hispanic or Latino
444,132573,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,N,REJISR,COND,,LAKEWOOD HIGH SCHOOL,3.83,Computer Science,29,19,COND,,A,NJ,Ocean,F,NJ,,2022-07-20,2022-06-13,,LAKEWOOD,,,,0,,Hispanic or Latino
445,132573,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,N,REJISR,COND,,LAKEWOOD HIGH SCHOOL,3.83,Computer Science,29,19,COND,,P,NJ,Ocean,F,NJ,,2022-07-20,2022-06-13,,LAKEWOOD,,,,0,,Hispanic or Latino
446,132573,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,N,REJISR,COND,,LAKEWOOD HIGH SCHOOL,3.83,Computer Science,29,19,COND,,A,NJ,Ocean,F,NJ,,2022-07-20,2022-06-13,,LAKEWOOD,,,,0,,Hispanic or Latino
447,132564,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.25,Computer Science,1,18,COND,,B,NJ,Atlantic,F,NJ,,2022-06-09,2022-05-20,,EGG HARBOR TOWNSHIP,,,,0,,Caucasian or White
448,132564,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.25,Computer Science,1,18,COND,,A-,NJ,Atlantic,F,NJ,,2022-06-09,2022-05-20,,EGG HARBOR TOWNSHIP,,,,0,,Caucasian or White
449,132564,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.25,Computer Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-06-09,2022-05-20,,EGG HARBOR TOWNSHIP,,,,0,,Caucasian or White
450,132564,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.25,Computer Science,1,18,COND,,C+,NJ,Atlantic,F,NJ,,2022-06-09,2022-05-20,,EGG HARBOR TOWNSHIP,,,,0,,Caucasian or White
451,132556,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,Y,UGWPN,GENE,,CEDAR CREEK HIGH SCHOOL,3.58,Computer Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-06-26,2022-05-18,,EGG HARBOR CITY,480.0,,460.0,940,,Caucasian or White
452,132556,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,Y,UGWPN,GENE,,CEDAR CREEK HIGH SCHOOL,3.58,Computer Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-06-26,2022-05-18,,EGG HARBOR CITY,480.0,,460.0,940,,Caucasian or White
453,132556,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,Y,UGWPN,GENE,,CEDAR CREEK HIGH SCHOOL,3.58,Computer Science,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2022-06-26,2022-05-18,,EGG HARBOR CITY,480.0,,460.0,940,,Caucasian or White
454,132556,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,Y,UGWPN,GENE,,CEDAR CREEK HIGH SCHOOL,3.58,Computer Science,1,18,COND,,B,NJ,Atlantic,F,NJ,,2022-06-26,2022-05-18,,EGG HARBOR CITY,480.0,,460.0,940,,Caucasian or White
455,132522,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,ENVL_BS,,N,UGWPN,GENE,,OAKCREST HIGH SCHOOL,2.67,Environmental Science,1,18,COND,,C,NJ,Atlantic,F,NJ,,2022-06-01,2022-05-10,,MAYS LANDING,550.0,,400.0,950,,Black or African American
456,132522,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,ENVL_BS,,N,UGWPN,GENE,,OAKCREST HIGH SCHOOL,2.67,Environmental Science,1,18,COND,,B-,NJ,Atlantic,F,NJ,,2022-06-01,2022-05-10,,MAYS LANDING,550.0,,400.0,950,,Black or African American
457,132522,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,ENVL_BS,,N,UGWPN,GENE,,OAKCREST HIGH SCHOOL,2.67,Environmental Science,1,18,COND,,W,NJ,Atlantic,F,NJ,,2022-06-01,2022-05-10,,MAYS LANDING,550.0,,400.0,950,,Black or African American
458,132522,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,ENVL_BS,,N,UGWPN,GENE,,OAKCREST HIGH SCHOOL,2.67,Environmental Science,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2022-06-01,2022-05-10,,MAYS LANDING,550.0,,400.0,950,,Black or African American
459,132522,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,ENVL_BS,,N,UGWPN,GENE,,OAKCREST HIGH SCHOOL,2.67,Environmental Science,1,18,COND,,X,NJ,Atlantic,F,NJ,,2022-06-01,2022-05-10,,MAYS LANDING,550.0,,400.0,950,,Black or African American
460,132499,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,WINSLOW TWP. HIGH SCHOOL,1.87,Biology,1,18,COND,Y,D+,NJ,Camden,F,NJ,,2022-05-24,2022-05-04,Y,ATCO,570.0,,530.0,1100,,Hispanic or Latino
461,132499,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,WINSLOW TWP. HIGH SCHOOL,1.87,Biology,1,18,COND,Y,B,NJ,Camden,F,NJ,,2022-05-24,2022-05-04,Y,ATCO,570.0,,530.0,1100,,Hispanic or Latino
462,132499,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,WINSLOW TWP. HIGH SCHOOL,1.87,Biology,1,18,COND,Y,D+,NJ,Camden,F,NJ,,2022-05-24,2022-05-04,Y,ATCO,570.0,,530.0,1100,,Hispanic or Latino
463,132495,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,Y,UGONN,GENE,HO,FREEHOLD TWP. HIGH SCHOOL,3.83,Environmental Science,23,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-05-15,2022-05-04,Y,FREEHOLD,,,,0,,Caucasian or White
464,132495,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,Y,UGONN,GENE,HO,FREEHOLD TWP. HIGH SCHOOL,3.83,Environmental Science,23,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-05-15,2022-05-04,Y,FREEHOLD,,,,0,,Caucasian or White
465,132495,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,Y,UGONN,GENE,HO,FREEHOLD TWP. HIGH SCHOOL,3.83,Environmental Science,23,18,COND,Y,B+,NJ,Monmouth,F,NJ,,2022-05-15,2022-05-04,Y,FREEHOLD,,,,0,,Caucasian or White
466,132495,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,Y,UGONN,GENE,HO,FREEHOLD TWP. HIGH SCHOOL,3.83,Environmental Science,23,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-05-15,2022-05-04,Y,FREEHOLD,,,,0,,Caucasian or White
467,132486,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,SP,HLTH-BS,FGNN: Graduated from college: Bachelors degree,N,UGONN,COND,,WOODROW WILSON HIGH SCHOOL,1.9,Health Science,7,18,COND,Y,B-,NJ,Camden,F,NJ,,2022-07-07,2022-04-28,,CAMDEN,,,,0,,Hispanic or Latino
468,132486,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,SP,HLTH-BS,FGNN: Graduated from college: Bachelors degree,N,UGONN,COND,,WOODROW WILSON HIGH SCHOOL,1.9,Health Science,7,18,COND,Y,D,NJ,Camden,F,NJ,,2022-07-07,2022-04-28,,CAMDEN,,,,0,,Hispanic or Latino
469,132486,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,SP,HLTH-BS,FGNN: Graduated from college: Bachelors degree,N,UGONN,COND,,WOODROW WILSON HIGH SCHOOL,1.9,Health Science,7,18,COND,Y,W,NJ,Camden,F,NJ,,2022-07-07,2022-04-28,,CAMDEN,,,,0,,Hispanic or Latino
470,132486,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,SP,HLTH-BS,FGNN: Graduated from college: Bachelors degree,N,UGONN,COND,,WOODROW WILSON HIGH SCHOOL,1.9,Health Science,7,18,COND,Y,C,NJ,Camden,F,NJ,,2022-07-07,2022-04-28,,CAMDEN,,,,0,,Hispanic or Latino
471,132431,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,BCMB,FR,BCMB,,N,UGWPN,COND,,ATLANTIC CITY HS,1.23,Biochemistry Molecular Biology,1,19,COND,,B-,NJ,Atlantic,F,NJ,,2022-04-27,2022-04-13,,ATLANTIC CITY,,,,0,,Asian
472,132431,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,BCMB,FR,BCMB,,N,UGWPN,COND,,ATLANTIC CITY HS,1.23,Biochemistry Molecular Biology,1,19,COND,,D,NJ,Atlantic,F,NJ,,2022-04-27,2022-04-13,,ATLANTIC CITY,,,,0,,Asian
473,132431,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,BCMB,FR,BCMB,,N,UGWPN,COND,,ATLANTIC CITY HS,1.23,Biochemistry Molecular Biology,1,19,COND,,F,NJ,Atlantic,F,NJ,,2022-04-27,2022-04-13,,ATLANTIC CITY,,,,0,,Asian
474,132431,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,BCMB,FR,BCMB,,N,UGWPN,COND,,ATLANTIC CITY HS,1.23,Biochemistry Molecular Biology,1,19,COND,,X,NJ,Atlantic,F,NJ,,2022-04-27,2022-04-13,,ATLANTIC CITY,,,,0,,Asian
475,132430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGWPN,COND,,DELSEA REGIONAL HIGH SCHOOL,3.5,Health Science,11,19,COND,,B,NJ,Gloucester,F,NJ,,2022-05-01,2022-04-14,,FRANKLINVILLE,410.0,,460.0,870,,Caucasian or White
476,132430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGWPN,COND,,DELSEA REGIONAL HIGH SCHOOL,3.5,Health Science,11,19,COND,,B,NJ,Gloucester,F,NJ,,2022-05-01,2022-04-14,,FRANKLINVILLE,410.0,,460.0,870,,Caucasian or White
477,132430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGWPN,COND,,DELSEA REGIONAL HIGH SCHOOL,3.5,Health Science,11,19,COND,,A,NJ,Gloucester,F,NJ,,2022-05-01,2022-04-14,,FRANKLINVILLE,410.0,,460.0,870,,Caucasian or White
