,id,semester,sat_math,rec_eof_location,math_readiness_ind,final_grade,concentration,program,housing,saradap_majr_code_conc_1,col_state,fafsa_ind,gender,overall_gpa,hs_county,act_composite,hs_city,major,spraddr_stat_code,sarappd_apdc_date,major_desc,age,dchs_ind,spraddr_cnty_code,hs_state,rec_test_plan,pckg_group_ind,saradap_admt_code,housing_interest,saradap_styp_code_2,attendance_status,hous_dep_paid,rec_completed_date,hs_name,sat_total,sarappd_apdc_code,sat_erbw,rec_country_of_orig,col_desc,ethnicity,first_gen_ind
382,132296,fall,,,Y,C,COND,CSCI,,COND,,,m,2.65,Out of State,,Dhaka,CSCI,,2022-04-21,Computer Science,18,,99,,I will NOT submit SAT or ACT scores,,FX,HO,F,ft,Y,2022-03-21,Milestone College,0,IE,,Bangladesh,,Non-Resident,FGNN: Graduated from college: Bachelors degree
383,131801,fall,,,Y,B,GENE,BIOL-BS,Y,COND,NJ,Y,m,2.66,Ocean,,BRICKTOWN,BIOL,NJ,2022-04-23,Biology,18,,29,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-02-21,BRICK TOWNSHIP HIGH SCHOOL,0,IE,,,OCEAN COUNTY COLLEGE,Native Hawaiian or other Pacific Islander,
384,131801,fall,,,Y,B+,GENE,BIOL-BS,Y,COND,NJ,Y,m,2.66,Ocean,,BRICKTOWN,BIOL,NJ,2022-04-23,Biology,18,,29,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-02-21,BRICK TOWNSHIP HIGH SCHOOL,0,IE,,,OCEAN COUNTY COLLEGE,Native Hawaiian or other Pacific Islander,
385,131801,fall,,,Y,B-,GENE,BIOL-BS,Y,COND,NJ,Y,m,2.66,Ocean,,BRICKTOWN,BIOL,NJ,2022-04-23,Biology,18,,29,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-02-21,BRICK TOWNSHIP HIGH SCHOOL,0,IE,,,OCEAN COUNTY COLLEGE,Native Hawaiian or other Pacific Islander,
386,131801,fall,,,Y,C,GENE,BIOL-BS,Y,COND,NJ,Y,m,2.66,Ocean,,BRICKTOWN,BIOL,NJ,2022-04-23,Biology,18,,29,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-02-21,BRICK TOWNSHIP HIGH SCHOOL,0,IE,,,OCEAN COUNTY COLLEGE,Native Hawaiian or other Pacific Islander,
387,131801,fall,,,Y,B-,GENE,BIOL-BS,Y,COND,NJ,Y,m,2.66,Ocean,,BRICKTOWN,BIOL,NJ,2022-04-23,Biology,18,,29,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-02-21,BRICK TOWNSHIP HIGH SCHOOL,0,IE,,,OCEAN COUNTY COLLEGE,Native Hawaiian or other Pacific Islander,
388,131801,fall,,,Y,B,GENE,BIOL-BS,Y,COND,NJ,Y,m,2.66,Ocean,,BRICKTOWN,BIOL,NJ,2022-04-23,Biology,18,,29,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-02-21,BRICK TOWNSHIP HIGH SCHOOL,0,IE,,,OCEAN COUNTY COLLEGE,Native Hawaiian or other Pacific Islander,
389,130864,fall,,,N,C,COND,BIOL-BS,,COND,,,f,2.4,Ocean,,MANAHAWKIN,BIOL,NJ,2022-03-25,Biology,19,,29,NJ,I will submit SAT or ACT scores,,FI,,F,ft,,2021-10-22,SOUTHERN REGIONAL HIGH SCHOOL,0,IE,,Sierra Leone,,Non-Resident,FGNN: Graduate school
390,130864,fall,,,N,C+,COND,BIOL-BS,,COND,,,f,2.4,Ocean,,MANAHAWKIN,BIOL,NJ,2022-03-25,Biology,19,,29,NJ,I will submit SAT or ACT scores,,FI,,F,ft,,2021-10-22,SOUTHERN REGIONAL HIGH SCHOOL,0,IE,,Sierra Leone,,Non-Resident,FGNN: Graduate school
391,130864,fall,,,N,B,COND,BIOL-BS,,COND,,,f,2.4,Ocean,,MANAHAWKIN,BIOL,NJ,2022-03-25,Biology,19,,29,NJ,I will submit SAT or ACT scores,,FI,,F,ft,,2021-10-22,SOUTHERN REGIONAL HIGH SCHOOL,0,IE,,Sierra Leone,,Non-Resident,FGNN: Graduate school
392,130864,fall,,,N,C+,COND,BIOL-BS,,COND,,,f,2.4,Ocean,,MANAHAWKIN,BIOL,NJ,2022-03-25,Biology,19,,29,NJ,I will submit SAT or ACT scores,,FI,,F,ft,,2021-10-22,SOUTHERN REGIONAL HIGH SCHOOL,0,IE,,Sierra Leone,,Non-Resident,FGNN: Graduate school
393,130864,fall,,,N,X,COND,BIOL-BS,,COND,,,f,2.4,Ocean,,MANAHAWKIN,BIOL,NJ,2022-03-25,Biology,19,,29,NJ,I will submit SAT or ACT scores,,FI,,F,ft,,2021-10-22,SOUTHERN REGIONAL HIGH SCHOOL,0,IE,,Sierra Leone,,Non-Resident,FGNN: Graduate school
394,132778,fall,,,N,W,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,FRANKLINVILLE,HLSC,NJ,2022-08-30,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,HO,F,ft,,2022-08-17,DELSEA REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
395,132778,fall,,,N,W,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,FRANKLINVILLE,HLSC,NJ,2022-08-30,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,HO,F,ft,,2022-08-17,DELSEA REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
396,132778,fall,,,N,W,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,FRANKLINVILLE,HLSC,NJ,2022-08-30,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,HO,F,ft,,2022-08-17,DELSEA REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
397,132778,fall,,,N,W,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,FRANKLINVILLE,HLSC,NJ,2022-08-30,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,HO,F,ft,,2022-08-17,DELSEA REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
398,132778,fall,,,N,W,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,FRANKLINVILLE,HLSC,NJ,2022-08-30,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,HO,F,ft,,2022-08-17,DELSEA REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
399,132743,fall,,,N,W,COND,BIOL-BS,Y,COND,,Y,f,0.67,Burlington,,BURLINGTON,BIOL,NJ,2022-08-07,Biology,18,,5,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-28,BURLINGTON TWP. HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some college
400,132743,fall,,,N,F,COND,BIOL-BS,Y,COND,,Y,f,0.67,Burlington,,BURLINGTON,BIOL,NJ,2022-08-07,Biology,18,,5,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-28,BURLINGTON TWP. HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some college
401,132743,fall,,,N,F,COND,BIOL-BS,Y,COND,,Y,f,0.67,Burlington,,BURLINGTON,BIOL,NJ,2022-08-07,Biology,18,,5,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-28,BURLINGTON TWP. HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some college
402,132743,fall,,,N,C,COND,BIOL-BS,Y,COND,,Y,f,0.67,Burlington,,BURLINGTON,BIOL,NJ,2022-08-07,Biology,18,,5,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-28,BURLINGTON TWP. HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some college
403,132733,fall,650.0,,Y,W,VCOM,ARTV-BFA,Y,COND,,Y,m,2.25,Middlesex,,WOODBRIDGE,CSCI,NJ,2022-08-01,Visual Arts,19,,23,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-25,WOODBRIDGE VO-TECH,0,IE,,,,Asian,
404,132733,fall,650.0,,Y,A,VCOM,ARTV-BFA,Y,COND,,Y,m,2.25,Middlesex,,WOODBRIDGE,CSCI,NJ,2022-08-01,Visual Arts,19,,23,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-25,WOODBRIDGE VO-TECH,0,IE,,,,Asian,
405,132733,fall,650.0,,Y,F,VCOM,ARTV-BFA,Y,COND,,Y,m,2.25,Middlesex,,WOODBRIDGE,CSCI,NJ,2022-08-01,Visual Arts,19,,23,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-25,WOODBRIDGE VO-TECH,0,IE,,,,Asian,
406,132733,fall,650.0,,Y,B+,VCOM,ARTV-BFA,Y,COND,,Y,m,2.25,Middlesex,,WOODBRIDGE,CSCI,NJ,2022-08-01,Visual Arts,19,,23,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-07-25,WOODBRIDGE VO-TECH,0,IE,,,,Asian,
407,132719,fall,510.0,,Y,A,COND,HLTH-BS,,COND,,Y,f,3.65,Gloucester,,CLAYTON,HLSC,NJ,2022-07-24,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-07-19,CLAYTON HIGH SCHOOL,1010,IE,500.0,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
408,132719,fall,510.0,,Y,A,COND,HLTH-BS,,COND,,Y,f,3.65,Gloucester,,CLAYTON,HLSC,NJ,2022-07-24,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-07-19,CLAYTON HIGH SCHOOL,1010,IE,500.0,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
409,132719,fall,510.0,,Y,B+,COND,HLTH-BS,,COND,,Y,f,3.65,Gloucester,,CLAYTON,HLSC,NJ,2022-07-24,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-07-19,CLAYTON HIGH SCHOOL,1010,IE,500.0,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
410,132719,fall,510.0,,Y,B+,COND,HLTH-BS,,COND,,Y,f,3.65,Gloucester,,CLAYTON,HLSC,NJ,2022-07-24,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-07-19,CLAYTON HIGH SCHOOL,1010,IE,500.0,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
411,132691,fall,,,N,A,COND,EXSC-BS,,COND,,Y,f,3.68,Atlantic,,GALLOWAY,EXSC,NJ,2022-07-05,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-07-05,ABSEGAMI HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
412,132691,fall,,,N,A,COND,EXSC-BS,,COND,,Y,f,3.68,Atlantic,,GALLOWAY,EXSC,NJ,2022-07-05,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-07-05,ABSEGAMI HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
413,132691,fall,,,N,A,COND,EXSC-BS,,COND,,Y,f,3.68,Atlantic,,GALLOWAY,EXSC,NJ,2022-07-05,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-07-05,ABSEGAMI HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
414,132691,fall,,,N,B-,COND,EXSC-BS,,COND,,Y,f,3.68,Atlantic,,GALLOWAY,EXSC,NJ,2022-07-05,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-07-05,ABSEGAMI HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
415,132691,fall,,,N,A,COND,EXSC-BS,,COND,,Y,f,3.68,Atlantic,,GALLOWAY,EXSC,NJ,2022-07-05,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-07-05,ABSEGAMI HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
416,132691,fall,,,N,X,COND,EXSC-BS,,COND,,Y,f,3.68,Atlantic,,GALLOWAY,EXSC,NJ,2022-07-05,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-07-05,ABSEGAMI HIGH SCHOOL,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
417,132689,fall,430.0,,N,F,COND,BIOL-BS,Y,COND,,Y,m,0.0,Camden,,ATCO,BIOL,NJ,2022-07-05,Biology,18,,7,NJ,I will NOT submit SAT or ACT scores,REJISR,FR,HO,F,ft,Y,2022-06-30,WINSLOW TWP. HIGH SCHOOL,0,IE,,,,Black or African American,
418,132689,fall,430.0,,N,F,COND,BIOL-BS,Y,COND,,Y,m,0.0,Camden,,ATCO,BIOL,NJ,2022-07-05,Biology,18,,7,NJ,I will NOT submit SAT or ACT scores,REJISR,FR,HO,F,ft,Y,2022-06-30,WINSLOW TWP. HIGH SCHOOL,0,IE,,,,Black or African American,
419,132689,fall,430.0,,N,F,COND,BIOL-BS,Y,COND,,Y,m,0.0,Camden,,ATCO,BIOL,NJ,2022-07-05,Biology,18,,7,NJ,I will NOT submit SAT or ACT scores,REJISR,FR,HO,F,ft,Y,2022-06-30,WINSLOW TWP. HIGH SCHOOL,0,IE,,,,Black or African American,
420,132689,fall,430.0,,N,X,COND,BIOL-BS,Y,COND,,Y,m,0.0,Camden,,ATCO,BIOL,NJ,2022-07-05,Biology,18,,7,NJ,I will NOT submit SAT or ACT scores,REJISR,FR,HO,F,ft,Y,2022-06-30,WINSLOW TWP. HIGH SCHOOL,0,IE,,,,Black or African American,
421,132678,fall,,,Y,A,GENE,CSCI,Y,COND,,Y,m,3.03,Atlantic,,LINWOOD,BCMB,NJ,2022-07-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-27,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,
422,132678,fall,,,Y,B-,GENE,CSCI,Y,COND,,Y,m,3.03,Atlantic,,LINWOOD,BCMB,NJ,2022-07-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-27,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,
423,132678,fall,,,Y,C-,GENE,CSCI,Y,COND,,Y,m,3.03,Atlantic,,LINWOOD,BCMB,NJ,2022-07-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-27,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,
424,132678,fall,,,Y,A-,GENE,CSCI,Y,COND,,Y,m,3.03,Atlantic,,LINWOOD,BCMB,NJ,2022-07-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-27,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Caucasian or White,
425,132639,fall,420.0,,N,C+,COND,CHEM-BA,Y,COND,,Y,f,3.1,Monmouth,,RED BANK,CHEM,NJ,2022-07-07,Chemistry,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-14,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: High School diploma or GED
426,132639,fall,420.0,,N,A-,COND,CHEM-BA,Y,COND,,Y,f,3.1,Monmouth,,RED BANK,CHEM,NJ,2022-07-07,Chemistry,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-14,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: High School diploma or GED
427,132639,fall,420.0,,N,B-,COND,CHEM-BA,Y,COND,,Y,f,3.1,Monmouth,,RED BANK,CHEM,NJ,2022-07-07,Chemistry,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-14,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: High School diploma or GED
428,132639,fall,420.0,,N,A-,COND,CHEM-BA,Y,COND,,Y,f,3.1,Monmouth,,RED BANK,CHEM,NJ,2022-07-07,Chemistry,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-14,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: High School diploma or GED
429,132635,fall,,,N,F,MGMT,BUSN-BS,,COND,,Y,f,0.0,Atlantic,,LINWOOD,CSCI,NJ,2022-06-23,Business Studies,21,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-06-13,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Black or African American,FGNN: Graduated from college: Bachelors degree
430,132635,fall,,,N,F,MGMT,BUSN-BS,,COND,,Y,f,0.0,Atlantic,,LINWOOD,CSCI,NJ,2022-06-23,Business Studies,21,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-06-13,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Black or African American,FGNN: Graduated from college: Bachelors degree
431,132635,fall,,,N,W,MGMT,BUSN-BS,,COND,,Y,f,0.0,Atlantic,,LINWOOD,CSCI,NJ,2022-06-23,Business Studies,21,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-06-13,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Black or African American,FGNN: Graduated from college: Bachelors degree
432,132635,fall,,,N,F,MGMT,BUSN-BS,,COND,,Y,f,0.0,Atlantic,,LINWOOD,CSCI,NJ,2022-06-23,Business Studies,21,,1,NJ,I will NOT submit SAT or ACT scores,UGOFFN,FR,,F,ft,,2022-06-13,MAINLAND REGIONAL HIGH SCHOOL,0,IE,,,,Black or African American,FGNN: Graduated from college: Bachelors degree
433,132632,fall,390.0,,N,B+,COND,HLTH-BS,Y,COND,,Y,f,3.5,Monmouth,,RED BANK,HLSC,NJ,2022-06-29,Health Science,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-13,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some trade school or community college
434,132632,fall,390.0,,N,A-,COND,HLTH-BS,Y,COND,,Y,f,3.5,Monmouth,,RED BANK,HLSC,NJ,2022-06-29,Health Science,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-13,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some trade school or community college
435,132632,fall,390.0,,N,A,COND,HLTH-BS,Y,COND,,Y,f,3.5,Monmouth,,RED BANK,HLSC,NJ,2022-06-29,Health Science,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-13,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some trade school or community college
436,132632,fall,390.0,,N,B,COND,HLTH-BS,Y,COND,,Y,f,3.5,Monmouth,,RED BANK,HLSC,NJ,2022-06-29,Health Science,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-06-13,RED BANK CATHOLIC HIGH SCHOOL,0,IE,,,,Black or African American,FGNY: Some trade school or community college
437,132608,fall,,,N,F,COND,EXSC-BS,Y,COND,,Y,m,0.0,Atlantic,,ATLANTIC CITY,EXSC,NJ,2022-06-12,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,,F,ft,,2022-06-02,ATLANTIC CITY HS,0,IE,,,,Black or African American,
438,132608,fall,,,N,W,COND,EXSC-BS,Y,COND,,Y,m,0.0,Atlantic,,ATLANTIC CITY,EXSC,NJ,2022-06-12,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,,F,ft,,2022-06-02,ATLANTIC CITY HS,0,IE,,,,Black or African American,
439,132608,fall,,,N,F,COND,EXSC-BS,Y,COND,,Y,m,0.0,Atlantic,,ATLANTIC CITY,EXSC,NJ,2022-06-12,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,,F,ft,,2022-06-02,ATLANTIC CITY HS,0,IE,,,,Black or African American,
440,132608,fall,,,N,F,COND,EXSC-BS,Y,COND,,Y,m,0.0,Atlantic,,ATLANTIC CITY,EXSC,NJ,2022-06-12,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,,F,ft,,2022-06-02,ATLANTIC CITY HS,0,IE,,,,Black or African American,
441,132608,fall,,,N,W,COND,EXSC-BS,Y,COND,,Y,m,0.0,Atlantic,,ATLANTIC CITY,EXSC,NJ,2022-06-12,Exercise Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,,F,ft,,2022-06-02,ATLANTIC CITY HS,0,IE,,,,Black or African American,
442,132573,fall,,,N,A,COND,CSCI,,COND,,Y,m,3.83,Ocean,,LAKEWOOD,CSCI,NJ,2022-07-20,Computer Science,19,,29,NJ,I will NOT submit SAT or ACT scores,REJISR,SP,,F,ft,,2022-06-13,LAKEWOOD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
443,132573,fall,,,N,B+,COND,CSCI,,COND,,Y,m,3.83,Ocean,,LAKEWOOD,CSCI,NJ,2022-07-20,Computer Science,19,,29,NJ,I will NOT submit SAT or ACT scores,REJISR,SP,,F,ft,,2022-06-13,LAKEWOOD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
444,132573,fall,,,N,A,COND,CSCI,,COND,,Y,m,3.83,Ocean,,LAKEWOOD,CSCI,NJ,2022-07-20,Computer Science,19,,29,NJ,I will NOT submit SAT or ACT scores,REJISR,SP,,F,ft,,2022-06-13,LAKEWOOD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
445,132573,fall,,,N,P,COND,CSCI,,COND,,Y,m,3.83,Ocean,,LAKEWOOD,CSCI,NJ,2022-07-20,Computer Science,19,,29,NJ,I will NOT submit SAT or ACT scores,REJISR,SP,,F,ft,,2022-06-13,LAKEWOOD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
446,132573,fall,,,N,A,COND,CSCI,,COND,,Y,m,3.83,Ocean,,LAKEWOOD,CSCI,NJ,2022-07-20,Computer Science,19,,29,NJ,I will NOT submit SAT or ACT scores,REJISR,SP,,F,ft,,2022-06-13,LAKEWOOD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
447,132564,fall,,,Y,B,GENE,CSCI,,COND,,Y,m,3.25,Atlantic,,EGG HARBOR TOWNSHIP,CSCI,NJ,2022-06-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-20,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
448,132564,fall,,,Y,A-,GENE,CSCI,,COND,,Y,m,3.25,Atlantic,,EGG HARBOR TOWNSHIP,CSCI,NJ,2022-06-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-20,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
449,132564,fall,,,Y,A,GENE,CSCI,,COND,,Y,m,3.25,Atlantic,,EGG HARBOR TOWNSHIP,CSCI,NJ,2022-06-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-20,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
450,132564,fall,,,Y,C+,GENE,CSCI,,COND,,Y,m,3.25,Atlantic,,EGG HARBOR TOWNSHIP,CSCI,NJ,2022-06-09,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-20,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,FGNN: Graduated from college: Bachelors degree
451,132556,fall,460.0,,Y,A,GENE,CSCI,,COND,,Y,m,3.58,Atlantic,,EGG HARBOR CITY,CSCI,NJ,2022-06-26,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-18,CEDAR CREEK HIGH SCHOOL,940,IE,480.0,,,Caucasian or White,
452,132556,fall,460.0,,Y,A,GENE,CSCI,,COND,,Y,m,3.58,Atlantic,,EGG HARBOR CITY,CSCI,NJ,2022-06-26,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-18,CEDAR CREEK HIGH SCHOOL,940,IE,480.0,,,Caucasian or White,
453,132556,fall,460.0,,Y,B+,GENE,CSCI,,COND,,Y,m,3.58,Atlantic,,EGG HARBOR CITY,CSCI,NJ,2022-06-26,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-18,CEDAR CREEK HIGH SCHOOL,940,IE,480.0,,,Caucasian or White,
454,132556,fall,460.0,,Y,B,GENE,CSCI,,COND,,Y,m,3.58,Atlantic,,EGG HARBOR CITY,CSCI,NJ,2022-06-26,Computer Science,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-18,CEDAR CREEK HIGH SCHOOL,940,IE,480.0,,,Caucasian or White,
455,132522,fall,400.0,,N,C,GENE,ENVL_BS,,COND,,Y,m,2.67,Atlantic,,MAYS LANDING,MATH,NJ,2022-06-01,Environmental Science,18,,1,NJ,I will submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-10,OAKCREST HIGH SCHOOL,950,IE,550.0,,,Black or African American,
456,132522,fall,400.0,,N,B-,GENE,ENVL_BS,,COND,,Y,m,2.67,Atlantic,,MAYS LANDING,MATH,NJ,2022-06-01,Environmental Science,18,,1,NJ,I will submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-10,OAKCREST HIGH SCHOOL,950,IE,550.0,,,Black or African American,
457,132522,fall,400.0,,N,W,GENE,ENVL_BS,,COND,,Y,m,2.67,Atlantic,,MAYS LANDING,MATH,NJ,2022-06-01,Environmental Science,18,,1,NJ,I will submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-10,OAKCREST HIGH SCHOOL,950,IE,550.0,,,Black or African American,
458,132522,fall,400.0,,N,B+,GENE,ENVL_BS,,COND,,Y,m,2.67,Atlantic,,MAYS LANDING,MATH,NJ,2022-06-01,Environmental Science,18,,1,NJ,I will submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-10,OAKCREST HIGH SCHOOL,950,IE,550.0,,,Black or African American,
459,132522,fall,400.0,,N,X,GENE,ENVL_BS,,COND,,Y,m,2.67,Atlantic,,MAYS LANDING,MATH,NJ,2022-06-01,Environmental Science,18,,1,NJ,I will submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-05-10,OAKCREST HIGH SCHOOL,950,IE,550.0,,,Black or African American,
