ID,SPRADDR_CNTY_CODE,SARADAP_STYP_CODE_2,SPRADDR_STAT_CODE,SARADAP_ADMT_CODE,ETHNICITY,SARAPPD_APDC_CODE,SARAPPD_APDC_DATE,SARADAP_MAJR_CODE_1,SARADAP_PROGRAM_1,SARADAP_MAJR_CODE_CONC_1,AGE,HS_NAME,HS_CITY,HS_STATE,HS_COUNTY,SPBPERS_SEX,SAT_MATH,SAT_ERBW,SAT_TOTAL,ACT_COMPOSITE,COL_DESC,COL_STATE,DCHS_IND,REC_TEST_PLAN,HOUSING_INTEREST,FIRST_GEN_IND,PCKG_GROUP_IND,HOUS_DEP_PAID,FAFSA_IND,REC_EOF_LOCATION,REC_COUNTRY_OF_ORIG,REC_COMPLETED_DATE
131995,003,F,NJ,EO,Caucasian or White,IE,2022-03-21,CSCI,CSCI,COND,18,DUMONT HIGH SCHOOL,DUMONT,NJ,Bergen,M,560,550,1110,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-02-02
131994,001,F,NJ,FR,Caucasian or White,IE,2022-05-02,EXSC,EXSC-BS,COND,19,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,M,470,470,940,,,,,I will submit SAT or ACT scores,,FGNY: Graduated from community college: Asso. degree,UGWPN,,Y,,,2022-02-02
131992,015,F,NJ,FR,Caucasian or White,IE,2022-02-20,HLSC,HLTH-BS,COND,18,WILLIAMSTOWN HIGH SCHOOL,WILLIAMSTOWN,NJ,Gloucester,M,490,460,950,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-02
131982,001,F,NJ,FR,Hispanic or Latino,IE,2022-04-29,HLSC,HLTH-BS,COND,18,PLEASANTVILLE HS,PLEASANTVILLE,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGOFFN,,,,,2022-02-01
131977,013,F,NJ,FR,Black or African American,IE,2022-06-27,HLSC,HLTH-BS,COND,18,NORTH STAR ACADEMY - LINCOLN P,NEWARK,NJ,Essex,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-01
131971,001,F,NJ,FR,Black or African American,IE,2022-05-04,CSCI,CSCI,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOFFN,,Y,,,2022-02-07
131970,015,F,NJ,FR,More Than 1 Race,IE,2022-04-11,BIOL,BIOL-BS,COND,18,CLAYTON HIGH SCHOOL,CLAYTON,NJ,Gloucester,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-10
131967,007,F,NJ,FR,Hispanic or Latino,IE,2022-09-01,HLSC,HLTH-BS,COND,18,EASTERN HIGH SCHOOL,VOORHEES,NJ,Camden,F,600,,0,,,,,I will submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,,Y,,,2022-08-23
131965,015,F,NJ,FR,Caucasian or White,IE,2022-04-30,ENSC,ENVL_BS,COND,18,WEST DEPTFORD HIGH SCHOOL,WESTVILLE,NJ,Gloucester,F,480,510,990,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-31
131961,039,F,NJ,EO,Black or African American,IE,2022-04-29,EXSC,EXSC-BS,COND,19,,,,,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Atlantic City 1 - Verified,,2022-01-31
131946,013,F,NJ,FR,Caucasian or White,IE,2022-04-17,HLSC,HLTH-BS,COND,18,JAMES CALDWELL HIGH SCHOOL,WEST CALDWELL,NJ,Essex,F,,,0,20,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-28
131943,035,F,NJ,FR,Black or African American,IE,2022-02-23,HLSC,HLTH-BS,COND,18,SOMERSET CO VO TECH,BRIDGEWATER,NJ,Somerset,F,,,0,,RUTGERS New Brunswick Piscatwy,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-28
131941,003,F,NJ,FR,Black or African American,IE,2022-04-17,MARS,MARS-BS,COND,18,TEANNECK HIGH SCHOOL,TEANECK,NJ,Bergen,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-28
131932,001,F,NJ,EO,Black or African American,IE,2022-04-07,MATH,MATH-BA,COND,17,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGWPN,,Y,Atlantic City 1 - Verified,,2022-03-22
131927,025,F,NJ,FR,Caucasian or White,IE,2022-04-07,HLSC,HLTH-BS,COND,18,FREEHOLD TWP. HIGH SCHOOL,FREEHOLD,NJ,Monmouth,F,,,0,,BROOKDALE COMMUNITY COLLEGE,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-26
131921,015,F,NJ,FR,Caucasian or White,IE,2022-04-23,CSCI,CSCI,COND,18,WASHINGTON TWP. HIGH SCHOOL,SEWELL,NJ,Gloucester,M,550,630,1180,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-02-02
131915,005,F,NJ,SP,Caucasian or White,IE,2022-04-21,MARS,MARS-BS,COND,18,LENAPE HIGH SCHOOL,MEDFORD,NJ,Burlington,M,,,0,18,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-25
131913,001,F,NJ,SP,Asian,IE,2022-03-22,HLSC,HLTH-BS,COND,18,ATLANTIC CITY HS,ATLANTIC CITY,NJ,Atlantic,M,520,470,990,,,,,I will NOT submit SAT or ACT scores,,FGNY: High School diploma or GED,UGWPN,,Y,,,2022-01-25
131903,029,F,NJ,FR,Black or African American,IE,2022-02-24,HLSC,HLTH-BS,COND,18,PINELANDS REGIONAL HIGH SCHOOL,TUCKERTON,NJ,Ocean,F,,,0,,,,,I will submit SAT or ACT scores,,FGNN: Graduated from college: Bachelors degree,UGWPN,,Y,,,2022-02-02
131901,001,F,NJ,EO,Hispanic or Latino,IE,2022-04-18,HLSC,HLTH-BS,COND,18,PLEASANTVILLE HS,PLEASANTVILLE,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,Main Campus - Verified,,2022-02-22
131888,029,F,NJ,FR,Black or African American,IE,2022-04-17,HLSC,HLTH-BS,COND,18,TOMS RIVER HIGH SCHOOL SOUTH,TOMS RIVER,NJ,Ocean,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-24
131885,013,F,NJ,SP,Hispanic or Latino,IE,2022-02-16,CSCI,CSCI,COND,18,CEDAR GROVE HIGH SCHOOL,CEDAR GROVE,NJ,Essex,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-21
131881,023,F,NJ,FR,Caucasian or White,IE,2022-03-27,MARS,MARS-BS,COND,18,COLONIA HIGH SCHOOL,COLONIA,NJ,Middlesex,F,360,410,770,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-21
131877,005,F,NJ,FR,Caucasian or White,IE,2022-04-21,PHYS,PHYS-BS,COND,18,NORTHERN BURLINGTON CO HIGH,COLUMBUS,NJ,Burlington,M,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-03-25
131873,001,F,NJ,FR,Asian,IE,2022-03-24,CSCI,CSCI,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,M,550,530,1080,,,,,I will submit SAT or ACT scores,,FGNN: Graduate school,UGWPN,,Y,,,2022-01-20
131871,005,F,NJ,FR,Black or African American,IE,2022-04-23,HLSC,HLTH-BS,COND,18,PEMBERTON TWP. HIGH SCHOOL,PEMBERTON,NJ,Burlington,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-20
131870,001,F,NJ,FR,Asian,IE,2022-04-28,HLSC,HLTH-BS,COND,19,ATLANTIC CITY HS,ATLANTIC CITY,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-01-20
131869,017,F,NJ,SP,Asian,IE,2022-04-24,CSCI,CSCI,COND,17,HARRISON HIGH SCHOOL,HARRISON,NJ,Hudson,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-20
131864,001,F,NJ,FR,Caucasian or White,IE,2022-07-06,HLSC,HLTH-BS,COND,18,OAKCREST HIGH SCHOOL,MAYS LANDING,NJ,Atlantic,F,540,510,1050,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-19
131862,001,F,NJ,FR,Hispanic or Latino,IE,2022-03-25,EXSC,EXSC-BS,COND,19,PLEASANTVILLE HS,PLEASANTVILLE,NJ,Atlantic,M,,,0,,ATLANTIC CAPE COMMUNITY COL,NJ,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-03-01
131854,023,F,NJ,FR,Caucasian or White,IE,2022-04-23,MATH,MATH-BA,COND,18,EAST BRUNSWICK HIGH SCHOOL,EAST BRUNSWICK,NJ,Middlesex,F,,,0,,MIDDLESEX COLLEGE,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-27
131849,003,F,NJ,SP,Hispanic or Latino,IE,2022-04-13,CSCI,CSCI,COND,18,BERGENFIELD HIGH SCHOOL,BERGENFIELD,NJ,Bergen,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-18
131845,039,F,NJ,FR,Hispanic or Latino,IE,2022-05-01,CSCI,CSCI,COND,18,LINDEN HIGH SCHOOL,LINDEN,NJ,Union,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-04-01
131840,099,F,CT,FR,Asian,IE,2022-05-01,HLSC,HLTH-BS,COND,17,Danbury High School           ,DANBURY,CT,Out of State,M,570,560,1130,,,,,I will submit SAT or ACT scores,HO,,UGOUTN,Y,Y,,,2022-01-25
131834,007,F,NJ,FR,Black or African American,IE,2022-04-21,HLSC,HLTH-BS,COND,18,LEAP ACADEMY HIGH SCHOOL,CAMDEN,NJ,Camden,F,370,440,810,,ROWAN UNIVERSITY,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-14
131830,021,F,NJ,FR,Caucasian or White,IE,2022-04-06,HLSC,HLTH-BS,COND,18,EWING HIGH SCHOOL,TRENTON,NJ,Mercer,M,,,0,,MERCER COUNTY COMMUNITY COL,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-14
131823,001,F,NJ,FR,Caucasian or White,IE,2022-04-13,ENSC,ENVL_BS,COND,17,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,530,590,1120,,,,,I will submit SAT or ACT scores,,,UGONN,,Y,,,2022-01-13
131818,027,F,NJ,FR,Unknown or Not Specified,IE,2022-04-03,MARS,MARS-BS,COND,18,BUTLER HIGH SCHOOL,BUTLER,NJ,Morris,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,,Y,,,2022-01-13
131814,007,F,NJ,FR,Black or African American,IE,2022-04-30,HLSC,HLTH-BS,COND,18,DR. CHARLES BRIMM MED. ARTS HS,CAMDEN,NJ,Camden,F,500,440,940,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-21
131809,005,F,NJ,SP,Caucasian or White,IE,2022-04-28,HLSC,HLTH-BS,COND,19,SENECA HS,TABERNACLE,NJ,Burlington,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,,Y,,,,2022-01-12
131806,007,F,NJ,FR,Caucasian or White,IE,2022-04-17,CSCI,CSCI,COND,18,PAUL VI HIGH SCHOOL,HADDONFIELD,NJ,Camden,F,670,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-12
131803,001,F,NJ,FR,Caucasian or White,IE,2022-04-07,MATH,MATH-BA,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-02-07
131802,015,F,NJ,FR,Caucasian or White,IE,2022-04-23,HLSC,HLTH-BS,COND,18,WILLIAMSTOWN HIGH SCHOOL,WILLIAMSTOWN,NJ,Gloucester,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-02-18
131799,099,F,NY,FR,Caucasian or White,IE,2022-04-04,CSCI,CSCI,COND,18,Tottenville High School       ,STATEN ISLAND,NY,Out of State,M,,,0,,St Johns Univ Sta Is          ,NY,,I will NOT submit SAT or ACT scores,HO,,UGOUTN,Y,Y,,,2022-01-12
131787,025,F,NJ,SP,Caucasian or White,IE,2022-04-13,ENVL,ENVL-BA,COND,18,MIDDLETOWN HIGH SCHOOL NORTH,MIDDLETOWN,NJ,Monmouth,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-11
131780,007,F,NJ,FR,Black or African American,IE,2022-04-30,MATH,MATH-BA,COND,18,PALMYRA HIGH SCHOOL,PALMYRA,NJ,Burlington,M,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-11
131777,001,F,NJ,FR,Hispanic or Latino,IE,2022-04-08,BIOL,BIOL-BA,COND,18,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,,FGNY: Completed grade school,UGWPN,,Y,,,2022-01-11
131755,007,F,NJ,SP,Hispanic or Latino,IE,2022-05-12,EXSC,EXSC-BS,COND,18,CAMDEN CATHOLIC HIGH SCHOOL,CHERRY HILL,NJ,Camden,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-10
131748,001,F,NJ,EO,Hispanic or Latino,IE,2022-04-14,PHYS,PHYS-BS,COND,18,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,Main Campus - Verified,,2022-01-07
131743,001,F,NJ,EO,Black or African American,IE,2022-02-07,BCMB,BCMB,COND,17,PLEASANTVILLE HS,PLEASANTVILLE,NJ,Atlantic,F,,,0,,,,,I will submit SAT or ACT scores,,FGNY: High School diploma or GED,UGWPN,,Y,Main Campus - Verified,,2022-01-06
131731,001,F,NJ,FR,Caucasian or White,IE,2022-03-20,CSCI,CSCI,COND,18,HAMMONTON HS,HAMMONTON,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-05
131729,009,F,NJ,FR,Asian,IE,2022-06-23,HLSC,HLTH-BS,COND,18,MIDDLE TOWNSHIP HIGH SCHOOL,CAPE MAY COURT HOUSE,NJ,Cape May,M,560,550,1110,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-04
131719,015,F,NJ,FR,Caucasian or White,IE,2022-03-14,BIOL,BIOL-BS,COND,18,DEPTFORD TOWNSHIP HIGH SCHOOL,DEPTFORD,NJ,Gloucester,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-04
131713,001,F,NJ,FR,Hispanic or Latino,IE,2022-04-19,HLSC,HLTH-BS,COND,19,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,F,450,420,870,,,,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2022-01-10
131710,001,F,NJ,FR,Black or African American,IE,2022-05-03,HLSC,HLTH-BS,COND,18,ABSEGAMI HIGH SCHOOL,GALLOWAY,NJ,Atlantic,F,520,500,1020,,ATLANTIC CAPE COMMUNITY COL,NJ,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2022-04-13
131705,021,F,NJ,FR,Hispanic or Latino,IE,2022-05-20,HLSC,HLTH-BS,COND,18,TRENTON CENTRAL HIGH SCHOOL,TRENTON,NJ,Mercer,F,400,430,830,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-04-28
131700,033,F,NJ,FR,Caucasian or White,IE,2022-02-18,HLSC,HLTH-BS,COND,18,WOODSTOWN HIGH SCHOOL,WOODSTOWN,NJ,Salem,F,470,480,950,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-01
131695,007,F,NJ,FR,Hispanic or Latino,IE,2022-01-13,HLSC,HLTH-BS,COND,18,TIMBERCREEK HIGH SCHOOL,ERIAL,NJ,Camden,F,570,,0,,CAMDEN COUNTY COLLEGE,NJ,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2022-01-01
131679,099,F,PA,FR,Caucasian or White,IE,2022-03-12,ENSC,ENVL_BS,COND,18,Pottsgrove High School        ,POTTSTOWN,PA,Out of State,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOUTN,,Y,,,2022-01-13
131671,035,F,NJ,FR,Hispanic or Latino,IE,2022-04-06,ENSC,ENVL_BS,COND,18,WATCHUNG HILLS REGIONAL HS,WARREN,NJ,Somerset,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-19
131659,007,F,NJ,FR,Caucasian or White,IE,2022-03-25,HLSC,HLTH-BS,COND,18,TRITON REGIONAL HIGH SCHOOL,RUNNEMEDE,NJ,Camden,F,510,520,1030,,,,,I will submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,,Y,,,2021-12-20
131657,001,F,NJ,FR,Hispanic or Latino,IE,2022-05-07,HLSC,HLTH-BS,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,,FGNN: Graduated from college: Bachelors degree,UGWPN,,Y,,,2022-02-08
131655,099,F,PA,FR,Caucasian or White,IE,2022-04-29,MARS,MARS-BA,COND,18,Great Valley High School      ,MALVERN,PA,Out of State,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOUTN,Y,Y,,,2022-01-25
131639,001,F,NJ,EO,Hispanic or Latino,IE,2022-04-06,EXSC,EXSC-BS,COND,18,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOFFN,,Y,Atlantic City 1 - Verified,,2021-12-16
131638,007,F,NJ,FR,Caucasian or White,IE,2022-03-10,BCMB,BCMB,COND,18,TRITON REGIONAL HIGH SCHOOL,RUNNEMEDE,NJ,Camden,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,,Y,,,2021-12-16
131635,001,F,NJ,FR,Hispanic or Latino,IE,2022-08-15,HLSC,HLTH-BS,COND,18,CEDAR CREEK HIGH SCHOOL,EGG HARBOR CITY,NJ,Atlantic,F,540,480,1020,,ATLANTIC CAPE COMMUNITY COL,NJ,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-01-25
131631,099,F,PA,FR,More Than 1 Race,IE,2022-03-10,CHEM,CHEM-BA,COND,18,Bensalem High School          ,BENSALEM,PA,Out of State,F,320,440,760,,,,,I will NOT submit SAT or ACT scores,HO,FGNY: High School diploma or GED,UGOUTN,,Y,,,2021-12-15
131628,001,F,NJ,FR,Caucasian or White,IE,2022-04-17,BIOL,BIOL-BS,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2021-12-15
131627,001,F,NJ,FR,Caucasian or White,IE,2022-04-26,HLSC,HLTH-BS,COND,18,PILGRIM ACAD,EGG HARBOR CITY,NJ,Atlantic,M,460,540,1000,19,,,,I will submit SAT or ACT scores,HO,,UGWPN,,Y,,,2021-12-15
131624,017,F,NJ,EO,Hispanic or Latino,IE,2022-04-13,EXSC,EXSC-BS,COND,18,KEARNY HIGH SCHOOL,KEARNY,NJ,Hudson,M,,,0,,,,,I will submit SAT or ACT scores,HO,FGNY: Some college,UGONN,,Y,Atlantic City 1 - Verified,,2022-01-18
131622,001,F,NJ,FR,Caucasian or White,IE,2022-09-06,HLSC,HLTH-BS,COND,17,OAKCREST HIGH SCHOOL,MAYS LANDING,NJ,Atlantic,F,430,510,940,,,,,I will submit SAT or ACT scores,,FGNY: High School diploma or GED,UGONN,,Y,,,2022-06-01
131619,011,F,NJ,EO,Caucasian or White,IE,2022-04-28,BIOL,BIOL-BS,COND,19,VINELAND HIGH SCHOOL,VINELAND,NJ,Cumberland,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-01-27
131612,015,F,NJ,EO,More Than 1 Race,IE,2022-04-29,HLSC,HLTH-BS,COND,18,GLASSBORO HIGH SCHOOL,GLASSBORO,NJ,Gloucester,F,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,Atlantic City 1 - Verified,,2021-12-23
131602,021,F,NJ,FR,Black or African American,IE,2022-04-22,HLSC,HLTH-BS,COND,18,HAMILTON HIGH SCHOOL WEST,HAMILTON,NJ,Mercer,F,560,640,1200,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-28
131601,023,F,NJ,FR,Caucasian or White,IE,2022-01-14,EXSC,EXSC-BS,COND,18,SOUTH AMBOY HIGH SCHOOL,SOUTH AMBOY,NJ,Middlesex,F,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-10
131588,007,F,NJ,FR,Caucasian or White,IE,2022-04-23,MARS,MARS-BS,COND,17,HAMMONTON HS,HAMMONTON,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-24
131585,005,F,NJ,FR,Black or African American,IE,2022-03-25,MARS,MARS-BA,COND,18,BORDENTOWN HIGH SCHOOL,BORDENTOWN,NJ,Burlington,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,Y,Y,,,2021-12-09
131581,013,F,NJ,EO,Black or African American,IE,2022-01-12,EXSC,EXSC-BS,COND,18,WEST SIDE HIGH SCHOOL,NEWARK,NJ,Essex,M,,,0,,,,,I will submit SAT or ACT scores,HO,FGNY: High School diploma or GED,UGONN,,Y,Atlantic City 1 - Verified,,2021-12-09
131580,021,F,NJ,FR,Caucasian or White,IE,2022-04-24,EXSC,EXSC-BS,COND,18,WEST WINDSOR-PLAINSBORO HS,PRINCETON JUNCTION,NJ,Mercer,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-08
131570,021,F,NJ,FR,Black or African American,IE,2022-04-14,CSCI,CSCI,COND,19,Steinert - Hamilton High East,HAMILTON TOWNSHIP,NJ,Mercer,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-08
131565,005,F,NJ,FR,More Than 1 Race,IE,2022-07-05,BIOL,BIOL-BS,COND,18,PEMBERTON TWP. HIGH SCHOOL,PEMBERTON,NJ,Burlington,F,540,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-08
131556,009,F,NJ,FR,Caucasian or White,IE,2022-03-02,ENVL,ENVL-BA,COND,18,MIDDLE TOWNSHIP HIGH SCHOOL,CAPE MAY COURT HOUSE,NJ,Cape May,M,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-02-04
131555,029,F,NJ,FR,Caucasian or White,IE,2022-03-27,BIOL,BIOL-BA,COND,17,LACEY TOWNSHIP HIGH SCHOOL,LANOKA HARBOR,NJ,Ocean,F,,,0,,OCEAN COUNTY COLLEGE,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-07
131554,039,F,NJ,SP,Caucasian or White,IE,2022-04-21,BIOL,BIOL-BS,COND,18,SCOTCH PLAINS-FANWOOD HIGH,SCOTCH PLAINS,NJ,Union,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-07
131538,013,F,NJ,EO,Hispanic or Latino,IE,2022-03-01,EXSC,EXSC-BS,COND,18,SAINT BENEDICTS PREP,NEWARK,NJ,Essex,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-01-27
131534,025,F,NJ,FR,Caucasian or White,IE,2022-03-06,ENSC,ENVL_BS,COND,18,HOWELL HIGH SCHOOL,FARMINGDALE,NJ,Monmouth,F,520,600,1120,,,,,I will submit SAT or ACT scores,HO,,UGWPN,,Y,,,2022-02-03
131532,005,F,NJ,FR,Caucasian or White,IE,2022-05-01,BIOL,BIOL-BS,COND,18,BURLINGTON TWP. HIGH SCHOOL,BURLINGTON,NJ,Burlington,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-11
131524,011,F,NJ,FR,Hispanic or Latino,IE,2022-05-10,HLSC,HLTH-BS,COND,18,BRIDGETON HIGH SCHOOL,BRIDGETON,NJ,Cumberland,F,410,,0,,RCSJ - Cumberland,NJ,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-06
131523,025,F,NJ,FR,Hispanic or Latino,IE,2022-04-30,HLSC,HLTH-BS,COND,18,HOWELL HIGH SCHOOL,FARMINGDALE,NJ,Monmouth,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-06
131517,011,F,NJ,FR,Black or African American,IE,2022-07-26,HLSC,HLTH-BS,COND,18,BRIDGETON HIGH SCHOOL,BRIDGETON,NJ,Cumberland,F,440,430,870,,,,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2021-12-06
131513,007,F,NJ,FR,More Than 1 Race,IE,2022-04-14,ENSC,ENVL_BS,COND,18,CHERRY HILL EAST HIGH SCHOOL,CHERRY HILL,NJ,Camden,M,490,530,1020,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-06
131512,029,F,NJ,FR,Black or African American,IE,2022-03-24,CSCI,CSCI,COND,18,PINELANDS REGIONAL HIGH SCHOOL,TUCKERTON,NJ,Ocean,M,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-03-11
131502,015,F,NJ,FR,Black or African American,IE,2022-03-31,HLSC,HLTH-BS,COND,18,DELSEA REGIONAL HIGH SCHOOL,FRANKLINVILLE,NJ,Gloucester,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-03
131497,099,F,PA,FR,Caucasian or White,IE,2022-04-24,MARS,MARS-BA,COND,18,Downingtown Senior High School,DOWNINGTOWN,PA,Out of State,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNY: High School diploma or GED,UGOUTN,,Y,,,2021-12-03
131495,001,F,NJ,FR,Black or African American,IE,2022-03-23,HLSC,HLTH-BS,COND,18,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,F,420,420,840,,,,,I will submit SAT or ACT scores,HO,,UGOFFN,,Y,,,2021-12-07
131488,099,F,PA,FR,More Than 1 Race,IE,2022-03-25,BIOL,BIOL-BS,COND,18,Council Rock Hs South         ,HOLLAND,PA,Out of State,F,,,0,,BUCKS COUNTY COMMUNITY COL,PA,,I will NOT submit SAT or ACT scores,HO,,UGOUTN,Y,Y,,,2021-12-02
